phone_normalized,wdc_subject_count,sample_raw_values,sample_subjects
00390812294415584585470,2,0039.081.2294-415/584/585/470,_:n9810be7229ec42048589491e0844dcb2xb0 | _:n13ee203b685045eaae14d6dd84cdcfe9xb0
004317128000,2,0043 1 712 80 00,_:node1iff6qdnix9893264 | _:node1iff9ijtax13442530
004963453531,2,(0049) 6345 3531,_:nf60ab20f8e584ac9907474614e0ec892xb0 | _:nf53d5fd72a10465d96756e6cf9f3617dxb0
004963458518,2,(0049) 6345 8518,_:nd037244d409149a39aa137dc990eb3eaxb0 | _:nc3b89a291378473bb38a802420011bb5xb0
0102030405,2,010   20 30 405,_:ne68f27dff581428288b822dae0f5096cxb0 | _:ne9eb46e26fc24f88bee1c5fc96f677a5xb0
0102345655,2,010/2345655,_:nda3c1d14951644e0991fe4b1d9260c2fxb0 | _:n1df69f1824324becb47dcad27fa566c3xb0
0102469676,2,010 2469676,_:ndeb207a537534f2b886ed9284eb915e7xb0 | _:n0c5fb176dc99462cbac0e52bd5da472bxb0
0102511263,2,010-2511263,_:n3972df6172f4470997ab51999633372exb0 | _:n0645dc8853e242718dd5c7e0f9c8c948xb0
01025147602512435,2,010  2514760 - 2512435 ,_:n5b7e8c4cb06f4e8389bd3875dd744a30xb0 | _:n82dab88a68974853b61e3d0bc2b9fcdcxb0
0102516714,2,010/2516714,_:n79ec3807d2304501944d614bd1294f8bxb0 | _:nd08b33be2d5b43c999d6cadab753680dxb0
010542285,2,010/542285,_:nc828c32f312b4b8980a86c6635c65813xb0 | _:nea421e8593944d1fb097aa68948b8a7dxb0
01055367113755331428,2,"0105536711, 3755331428",_:n066cf83b2d2d4725ba2858ab4e7005f1xb0 | _:n16a8bf77574340568eceba66ae0d91a3xb0
0105572193,2,010 5572193,_:n5b321c8a76054a93aabd09a80a05fdbexb0 | _:nb2cb8222fd2a43bd916330c32ab644a8xb0
0105574203,2,010/5574203,_:nabe6c6d479ed4377a24d405d6d822dddxb0 | _:na896a2d0f2844105ad5661f07f593c52xb0
010564567,2,010564567,_:n17fc9bea0fbc4949aa20222af13c6a5cxb0 | _:nada954a859614cef8b7f8160b1b4f22fxb0
010580069010585772,2,010/580069; 010/585772,_:n7a7b94fcc71144c1bc7e586bbbaead59xb0 | _:n8de38fa4f37e428090fa80e3f9a25b40xb0
0106969885,2,010/6969885,_:n3b48008797084a62b14c2532d8353a77xb0 | _:n9f1283d1b087467dbd52f862a82305aexb0
0107401243,2,0107401243,_:nf339db05ef544811b23edea5e2c3a3efxb0 | _:n89ae4c922141417f83e72a1e8df2b032xb0
0108594125,2,0108594125,_:nfb7b52c2db984443ac9de8a1848ec36bxb0 | _:n5a26f98f2d99427b8e867dcc6eb6175fxb0
0111402303,2,0111   402303,_:n90b5d6e06e11432999c858a80765ab5bxb0 | _:n33c9bc814e9c45f3aa5469daf586f1cexb0
01173526600,2,0117 352 6600,_:n541aca23d8fd4c67bb725ed836c8e9f3xb0 | _:n6dcb1716b7cb4d2f88b53cc8007eb085xb0
0118412498,2,0118   412 498,_:n9bba64977e9d42ecbdf204e79b09e696xb0 | _:n2a8a4cd06d9c486fb5f1aa6ee1487558xb0
0118584618,2, 0118  58 46 18 | 0118-584618,_:nc328ea172c464123a599c7c59b7b283dxb0 | _:node1ife8icrbx27018055
01217866000,2,0121 7866000,_:n48089e15c4084a2a843c0a5566e2646bxb0 | _:n9d8bb280b09f49618841aa3f9343438dxb0
01236638460,2,01236 638460,_:n7d3a5fb083f741248d421e1138cfbac9xb0 | _:nab1818d7071e41d1acb6199bbe2e004exb0
01242387492,2,01242 387492,_:n9ef5e54298734857a168be832a9a71e6xb0 | _:nb46906391fb64047a6c1046c56ff75e3xb0
01244972197,2,01244 972197 | 01244972197,_:n26dc27c3f9a54ee79d13343615dcbbdfxb0 | <https://www.creativetourist.com/venue/grosvenor-museum/#venue>
01316246200,2,01316 246200 | 0131 624 6200,_:nc4f7d941f493453b97ea63c610390905xb0 | _:node1ifd0kfdcx2314255
01382384310,2,01382 384310,_:ncc2090da8f5844739ae49ca4a41d2266xb0 | _:n6f7042428b8f4773a6f317b06b36610bxb0
01482300300,2,01482300300,<https://www.creativetourist.com/venue/ferens-art-gallery/#venue> | <https://www.creativetourist.com/venue/hull-maritime-museum/#venue>
01517027400,2,01517 027400 | 0151 702 7400,_:nef039c84d73e4e1798d40b6756d8f1c9xb0 | <https://www.creativetourist.com/venue/tate-liverpool/#venue>
01522782040,2,01522 782040,_:n901b8d0883e1477bb5548e7f901753d2xb0 | _:n7957ea138660449fb4739108c35eaa68xb0
0152529345,2,0152529345,_:ndb2041b9243f4e70b13d744c41aa0bbbxb0 | _:n2770add6a7a94897a7e6f3ea1c11da23xb0
0152602358,2,015   26 02 358,_:n077a7f58abf645df9015ed940ccae3e2xb0 | _:n3977ced6fbfb4e63bba6934b25fc87e1xb0
0152785200,2,015   2785200,_:n42d7d29540784130a40499ad442203e0xb0 | _:n3cf14cca4c584dd29a61843590135461xb0
01539446139,2,01539 446139 | 01539446139,_:n7af0c0566569473f940531d6fe982437xb0 | <https://www.creativetourist.com/venue/blackwell-arts-crafts-house/#venue>
0156269028,2,01562 69028,_:nd902a6a10caf417b9b8b822175c7c1e4xb0 | _:nf5fad5ae607e45e6a5b9c541bc007094xb0
01608810656,2,01608 810656,_:node1ifei7b0bx6872536 | _:node1ifdbs0vhx1733009
01612757450,2,0161 275 7450,_:n662f1841dd1640618c15c202e8bb2d43xb0 | <https://www.creativetourist.com/venue/the-whitworth/#venue>
01616058200,2,0161 605 8200,_:node1ifd0tb8tx2255045 | <https://www.creativetourist.com/venue/national-football-museum/#venue>
0162387194,2, 0162  38 71 94,_:na73b9598c92b4fac8386bbd2b753c6e2xb0 | _:n3693e2396ee546739344397cd2318201xb0
0165317677,2,(0165) 31 76 77,_:n1bd92f9526df4272afc7a5eab7c5fbb9xb0 | _:n3d4121ba87c744609d8079a8fd9cd60cxb0
01749813294,2,01749 813294,_:n203892d08c214e19b216f7679f248ac7xb0 | _:ncdb55dd8cc4a437888b31f923a52557axb0
01834860500,2,01834 860500,_:n9114d82fece1463fa5660bcb51870732xb0 | _:ne4f4ccf642a045899291ce32e6a1f9c6xb0
0183504009,2,0183   50 40 09,_:n5a1041efe1d8408f99dbd7a4766da687xb0 | _:n5da67a237e844392a8aa16bf66a480f8xb0
0183632821,2,0183 63 28 21,_:nb3b1f2d72b8442ed842580f06b66373bxb0 | _:n8d2e7772048841d2bc528c7781814f17xb0
01865270927,2,01865 270927 |  01865-270927,_:node1iffmbetbx11842491 | _:node1ifg8ab5fx9234151
01865272950,2,01865 272950,_:n1bda63907f66436cb6ec4cd3ddd0a73cxb0 | _:node1iffc2296x12062765
0186601535,2, 0186  60 15 35,_:n773885a4fc8f4f3c912da76ea3b73022xb0 | _:ndf4d7a12aaae4a86bcd50ec41323fc54xb0
0187483778,2,(0187) 48 37 78,_:n0eaec8b70278470bbc48890196e9fd2bxb0 | _:n2364905412ba40f396e75a7888f0250fxb0
01904687687,2,01904 687687,<https://www.creativetourist.com/venue/york-art-gallery/#venue> | <https://www.creativetourist.com/venue/york-castle-museum/#venue>
01912086765,2,0191 208 6765 | 01912086765,_:node1iff9ihi2x24562261 | <https://www.creativetourist.com/venue/great-north-museum-hancock/#venue>
01924247360,2,01924 247360,_:n9d15271fbd1347fab9dc8a4b69004847xb0 | <https://www.creativetourist.com/venue/hepworth-wakefield/#venue>
01924832631,2,01924 832631,_:na1d80bcfbf714333bbc33e6c40ba36e9xb0 | <https://www.creativetourist.com/venue/yorkshire-sculpture-park/#venue>
019690020,2,019690020,_:nf74dfc1ab98347dfbd761c8b4909da41xb0 | _:n7f2380ab3c0d44ed85d88692bac973e7xb0
01993822178,2,01993 822178,_:node1ifd6tl28x22711996 | _:node1ifd0ri8fx31536684
0205200400,2,020   52 00 400,_:n370d39b519d64ba9a4bd0a7fd179bcdcxb0 | _:n11e874ffd4cf4f3baeab6bf39e6f8945xb0
0206268168,2,020 - 62 68 168,_:n608828249414475598df0e183b100e5fxb0 | _:n3965cfea585749bc886b010396caa99fxb0
0206381938,2,020 6381938,_:nfa02076594554bdb80c195983cf0e3e5xb0 | _:n7ae15c8dd59d47c0a4a316cf10de5f75xb0
02072847384,2,020 7284 7384,_:node1iff0qnspx16698984 | _:ne91145dbb19e46598c6d62b5972036c7xb0
02078878888,2,020 7887 8888,_:ncbdf991fd74d47d288a2752504d4e3edxb0 | _:node1ifd0kc4ax2248857
02079396961,2,020 7939 6961,_:na8061d805ebd46fb9c10b5357c44ca5dxb1 | _:n244a62b3712f4cf3a7d6f3038b72124exb1
02079422000,2,020 7942 2000,_:n136d6fb2248a42abb2fb6917f003445exb0 | _:na2f577fbabd64d51b5e1047460ab0359xb0
02083481286,2,020 8348 1286,_:n495d177f0a7a458abf4eb6a581b9fbccxb0 | _:n70e34bd7cfb143df97e13bdad217d692xb0
02089835200,2,020 8983 5200,_:n72d60b68a5ae4778a092ab3a657d159bxb0 | _:node1ifd0kjmox2273593
0226313807,2,0226   313 807,_:na692382ec0d04d57a5201f2712ed9929xb0 | _:n081282dd4f6b46cf9bd6ecdf4b710cd8xb0
0226351111,2,0226-351111,_:node1ife8icrbx27018051 | _:node1ife8icrbx27018134
0229214001,2,0229 21 40 01,_:n2dea0f86d67e4b45abb2a6539304aaebxb0 | _:n4ecfc3f4b1b9496db882fe6f03826280xb0
0249519981,2,02 49519981,_:nbc6eab54a4814977b4f0ea44a4753eabxb0 | _:n38aaabf755a94ef39df7dc94286875ffxb0
0255538007,2,0255 538007,_:n10a9320b0591498ba6c0fe99a34222d4xb0 | _:n145fad17e20048a88ad4cee0ed9b202exb0
0262702800,2,(02) 6270 2800,_:n0d3f4560af684ffe9a98afa10ed6b980xb0 | _:node1ifeffe11x9608688
0262722902,2,(02) 6272 2902,_:n8b33d70285084bdb85d145f167679d4fxb0 | _:nc5dc77064e6146338febab947bcbfecbxb0
0263576111,2,026 35 76 111,_:nce12c2ccd3be4e7c98d194926ca431f4xb0 | _:ncaa2e8659d61449599481d0a3f232b88xb0
0263644645,2, 026  364 46 45,_:n00a708536670426f8a805822479315f4xb0 | _:n1f9946e278a14a0e8cd411ff895348eaxb0
0264435068,2,026 443 50 68,_:n55cfc57c44704a8cab3e6a35f3fc262axb0 | _:n207ad5a76eeb4c39bbc0c67a2b4c0a8axb0
026619809800,2,02661-9809800,_:nbdc52b58620b44b0b7e9d0b38bc70dfaxb0 | _:n0ce5776d08084ea5a98ab25c04c6bd59xb0
02884459430288445947,2,0288445943 - 0288445947  ,_:n53eda972378949008e05a7df67c0d29dxb0 | _:n9743da8e9bcc44aca53fde42acc2645axb0
0288463733,2,02.88463733,_:n6efee27e90db4a98a4807588cd3310bbxb0 | _:n742cb557e22e4edfa0ce3db835d524d1xb0
0292408680,2,(02) 9240 8680 | 02 9240 8680,_:n09c690cfb24046daa0b2a273d5b17a13xb0 | _:node1ifed7bnbx5160051
0292833799,2,02 9283 3799,_:node1ifdfuh50x2632310 | _:node1ifdnmbo0x24983181
0293206000,2,(02) 9320 6000 | 02 9320 6000,_:nbb800597bed043c5b47ec592d173cf2fxb0 | _:node1ifelq4j7x2674370
0297322562,2,0297   32 25 62,_:n90509062a7bd4539b27f339f68e5a1fbxb0 | _:ne63e7c95608d4d4cb13b6448350be9a9xb0
0298252500,2,02 98 25 25 00,_:n320e05756f954773b997dca886f2e182xb0 | _:n6de0bc9898ef467cbbb0163f98b87da9xb0
0299369258,2, 0299  36 92 58,_:ne38fc80581d14b8e80df497ea82131bcxb0 | _:n8b8f31497d42400580253cd4eb88c4ecxb0
0299601904,2,0299   60 19 04,_:n594a680174064b9d8217d7310ec42debxb0 | _:n17493126c19645309ad5f25f90f07c57xb0
0305787631,2,0305787631,_:ndeaa414d4b4245acb7f2b8f5fa33b77axb0 | _:ne4e7fe2f502a448b9d56eb73c761aef9xb0
0308321591225,2,030 8321591225,_:n697fd3e4ba25453ba601c82941c136f5xb0 | _:n2cd06903e2fe4a4fb0633753b754e467xb0
0313471410,2,0313   471410,_:ne1a4ec7e0eac4491bce777246b011217xb0 | _:n09c9cf4f42b246348d365578c84674f9xb0
0318591241,2,0318 59 12 41 | 0318 591 241,_:nb3afd450fcc5480b880b3e134b694f33xb0 | _:na4077ae078054fa9bf5237282634e4ddxb0
0320225900,2,0320 225900,_:nc29585f6fa8a41458735a833d8c32672xb0 | _:n5e0a1b7bc61946d0bf6e6662173ee0d3xb0
0328295600,2,0328295600,<https://ville-data.com/musee/Dunkerque-59-59183#L-A-A-C-Lieu-d-Art-et-d-Action-Contemporaine-6> | <https://ville-data.com/musee/Dunkerque-59-59183#Musee-des-Beaux-Arts-13>
0328591918,2,0328591918,<https://ville-data.com/musee/Dunkerque-59-59183#L-Aquarium-de-Dunkerque-2> | <https://ville-data.com/musee/Dunkerque-59-59183#Musee-aquariophile-11>
03300580058,2,033 0058 0058 | 03300 580058,_:node1ifd0tb8tx20149083 | _:nde8e31113a52470ca9e68115ba910e87xb0
0341355485,2,0341  35 54 85,_:nd94fb30515d94b36889a89b1f4f4e748xb0 | _:nc5503a8a9c264cab8c213f928bab5067xb0
0341414468,2,0341 414468,_:n0ef858c405ee4c97bf74c5261f99df7axb0 | _:n5226e7c5d02f490c9aaea36b837bb07fxb0
0346554440,2,0346   554440,_:ne3be2292e0e0400881e6c62b58c0a053xb0 | _:n52560bd3f5c1479a9bde52dbe3605c7fxb0
0348561628,2,0348 561628,_:n28af131bcef34e2f99ec44dbc6f17ba7xb0 | _:n301a2d1d525141659a73c1d8633f9685xb0
0352415700,2,(03) 5241 5700,_:nae3cc28d5a3442c9afbeb305d902c5b2xb0 | _:n6195f653f1cc46aebaed361efd5f37f3xb0
0355393939,2,035 5393939 | 035-5393939,_:n955243d5f93a4d33ae6918ec12f6bc0exb0 | _:node1ife8icrbx27018037
0356292826,2,035 6292826 | 035-6292826,_:node1ife8icrbx27018015 | _:node1ife8icrbx27018138
0363233777,2,(03) 6323 3777,_:n02b99bb4adef464086887cb70395e2b6xb0 | _:node1ifdtqlqrx2384638
0383317361,2,038 3317361 | 038-3317361,_:nc42caf7ae06c49b09be7db276a05e53bxb0 | _:node1ife8icrbx27018005
0383712001,2,0383712001,<https://ville-data.com/musee/Bienville-la-Petite-54-54074#MUSeE-DE-L-ABBe-GReGOIRE-5> | <https://ville-data.com/musee/Bienville-la-Petite-54-54074#VISITE-DU-MUSeE-DE-L-ABBe-GReGOIRE-7>
0393485600,2,03 9348 5600,_:node1ifd3s9llx260302 | _:node1ifduafncx2693429
0402444364,2, 040  244 43 64,_:n072b7162fb09477983aea018052b27f9xb0 | _:n19050ea6dd0842b09ec161278b67686fxb0
0413263431,2, 0413  26 34 31,_:n4b060618e3ce4a7c9e637a5b1667c1a8xb0 | _:nf8f4d9f7ea5741e6aaf575b6f6eb308axb0
04225121,2,0422 5121,_:n5955277f5cb2453d82fe20c1d5cbb4aexb0 | _:nce488635bb8d4771a52ecc1e6b0ab381xb0
0422512200,2,0422 512200,_:n523bce8f891c4b22979e7cb3a008d878xb0 | _:n49acf79be8f64a7788fd059ccf011fccxb0
0434502616,2,043 450 2616,_:n46369962c95e4a6ba7693214b388b1f7xb0 | _:n4da48685ca7841a28c532c06f8f89282xb0
0455227272,2,045   5227272,_:n494b2e1d197b47f4a6e556c7d7ffc828xb0 | _:n10540644a27440e18acb65342bc8dd01xb0
045x20135772200,2,(0)45 &#x2013; 577 22 00,_:n2b4c1a2452b54b879d2fadd80dec6804xb0 | _:na19dc51d9153406d9a18dd4cce4fc834xb0
0468761254,2,04 68 76 12 54 | 0468761254,_:n7e4850f59e86462881eefcef6ce6ebedxb0 | <https://ville-data.com/musee/Saint-Denis-11-11339#LA-COOPeRATIVE-MUSeE-CeReS-FRANCO-1>
0468789119,2,04 68 78 91 19 | 0468789119,_:nf317be33738c48c3a75d5d27794ae1b0xb0 | <https://ville-data.com/musee/Saint-Denis-11-11339#EBUROMAGUS--MUSeE-ARCHeOLOGIQUE-9>
0468872776,2,04 68 87 27 76,_:n1b6e26fa009347e789ea0421a9d01dacxb0 | _:nfbebc57b609a4a5fb71593c4dd11448dxb0
0470034211,2,0470034211,<https://ville-data.com/musee/Saint-eloy-les-Mines-63-63338#Musee-Paleontologique-19> | <https://ville-data.com/musee/Saint-eloy-les-Mines-63-63338#Musee-du-chemin-de-fer-de-l-Allier-15>
0470644060,2,0470644060,<https://ville-data.com/musee/Saint-eloy-les-Mines-63-63338#Conservatoire-Musee-agraire-et-artisanal--La-Source-9> | <https://ville-data.com/musee/Saint-eloy-les-Mines-63-63338#Espace-du-patrimoine-salle-du-patrimoine-emile-Male-8>
0473161130,2,0473161130,<https://ville-data.com/musee/Clermont-Ferrand-63-63113#Musee-d-Art-Roger-Quillot-8> | <https://ville-data.com/musee/Loubeyrat-63-63198/2/28#Musee-d-Art-Roger-Quillot-22>
0473426970,2,0473426970,<https://ville-data.com/musee/Clermont-Ferrand-63-63113#Musee-d-Archeologie-Bargoin-6> | <https://ville-data.com/musee/Loubeyrat-63-63198/2/28#Musee-d-Archeologie-Bargoin-20>
0473734242,2,0473734242,<https://ville-data.com/musee/Saint-Ignat-63-63362#Musee-departemental-de-la-Ceramique-7> | <https://ville-data.com/musee/puy-de-dome-63-63D#Musee-departemental-de-la-Ceramique-6>
0473919378,2,0473919378,<https://ville-data.com/musee/Clermont-Ferrand-63-63113#Museum-d-Histoire-Naturelle-Henri-Lecoq-7> | <https://ville-data.com/musee/Loubeyrat-63-63198/2/28#Museum-d-Histoire-Naturelle-Henri-Lecoq-21>
0475224005,2,0475224005,<https://ville-data.com/musee/Menglon-26-26178#Musee-d-Histoire-et-d-Archeologie-11> | <https://ville-data.com/musee/Menglon-26-26178#Musee-de-Die-et-du-Diois-2>
0487531976,2, 0487  53 19 76,_:n206e74f5268b4a2ba661915cc68e7dfaxb0 | _:n281772ea0c7e44739fbe20ce8235a705xb0
0492342004,2,0492342004,<https://ville-data.com/musee/Puimoisson-4-04157#Exposition-de-fossiles-9> | <https://ville-data.com/musee/Puimoisson-4-04157#Salle-de-memoire-du-Maquis-Fort-de-France-10>
0492431305492522752,2,0492431305;492522752,<https://ville-data.com/musee/Chabottes-5-05029#Musee-Embrunais-de-la-Charcuterie-19> | <https://ville-data.com/musee/Orcieres-5-05096#Musee-Embrunais-de-la-Charcuterie-9>
0492522752,2,0492522752,<https://ville-data.com/musee/Avancon-5-05011#Musee-Embrunais-de-la-charcuterie-18> | <https://ville-data.com/musee/La-Batie-Neuve-5-05017#Musee-Embrunais-de-la-charcuterie-19>
0492740959,2,0492740959,<https://ville-data.com/musee/Puimoisson-4-04157#Musee-de-Prehistoire-des-Gorges-du-Verdon-8> | <https://ville-data.com/musee/Riez-4-04166#Musee-de-Prehistoire-des-Gorges-du-Verdon-8>
0492746164,2,0492746164,<https://ville-data.com/musee/Puimoisson-4-04157#Visites-guidees-du-Musee-de-la-Faience-1> | <https://ville-data.com/musee/Riez-4-04166#Visites-guidees-du-Musee-de-la-Faience-5>
0492748528,2,0492748528,<https://ville-data.com/musee/Puimoisson-4-04157#Musee-vivant-de-l-abeille-4> | <https://ville-data.com/musee/Riez-4-04166#Musee-vivant-de-l-abeille-4>
0492773802492837689,2,0492773802;492837689,<https://ville-data.com/musee/Puimoisson-4-04157#Ecomusee-de-la-Maison-des-Gorges-du-Verdon-7> | <https://ville-data.com/musee/Riez-4-04166#Ecomusee-de-la-Maison-des-Gorges-du-Verdon-12>
0492780172608339976,2,0492780172||608339976,<https://ville-data.com/musee/Puimoisson-4-04157#Atelier-de-Santons-Truffier--Douzon-14> | <https://ville-data.com/musee/Riez-4-04166#Atelier-de-Santons-Truffier--Douzon-9>
0492875705684627123,2,0492875705;684627123,<https://ville-data.com/musee/Puimoisson-4-04157#Musee-des-Jouets-Anciens-et-des-Metiers-d-Art-16> | <https://ville-data.com/musee/Riez-4-04166#Musee-des-Jouets-Anciens-et-des-Metiers-d-Art-11>
0493590697,2,0493590697,<https://ville-data.com/musee/Tourrettes-sur-Loup-6-06148#Confectionner-son-bouquet-de-violettes-1> | <https://ville-data.com/musee/Tourrettes-sur-Loup-6-06148#Musee-La-Bastide-aux-Violettes-0>
0493604320,2,0493604320,<https://ville-data.com/musee/La-Freissinouse-5-05059#Ecomusee-de-Saint-Auban-18> | <https://ville-data.com/musee/Sigoyer-5-05168#Ecomusee-de-Saint-Auban-17>
0494559020,2,0494559020,<https://ville-data.com/musee/La-Croix-Valmer-83-83048#Enquete-insolite-la-gendarmerie-d-hier-a-aujourd-hui-3> | <https://ville-data.com/musee/La-Croix-Valmer-83-83048#Musee-de-la-Gendarmerie-et-du-Cinema-4>
0494702184,2,0494702184,<https://ville-data.com/musee/Puimoisson-4-04157#Exposition-Un-site-une-histoire-2> | <https://ville-data.com/musee/Riez-4-04166#Exposition-Un-site-une-histoire-3>
0494705114,2,0494705114,<https://ville-data.com/musee/Puimoisson-4-04157#Musee-de-la-Memoire-et-du-Souvenir-17> | <https://ville-data.com/musee/Riez-4-04166#Musee-de-la-Memoire-et-du-Souvenir-10>
0494709917,2,0494709917,<https://ville-data.com/musee/Puimoisson-4-04157#Musee-des-tourneurs-sur-bois-5> | <https://ville-data.com/musee/Riez-4-04166#Musee-des-tourneurs-sur-bois-7>
0494842189679120767,2,0494842189;679120767,<https://ville-data.com/musee/Puimoisson-4-04157#L-Art-en-jouet-6> | <https://ville-data.com/musee/Riez-4-04166#L-Art-en-jouet-6>
0497515649,2,0497   51 56 49,_:n77696fa4a0b34a098aefa4bea192328axb0 | _:n99f78cf88004475caee4e180204879c7xb0
0503095818,2,050  309 58 18,_:n3c1451c0bb58494b9197213eb45cf2b7xb0 | _:n7be4ee33bc824b9fa02cab5d066c78bcxb0
051225583,2,051225583,_:n70c605e6ea5945b3a2d74c3382b640d5xb0 | _:n779b937ecd1246e493f20045799e196dxb0
0512757711,2,0512757711,_:n620ba24e79c04bfba87a46c12329f322xb0 | _:naa681e7480f74ae9a9d684c9d9d556f1xb0
0516145512,2,0516145512,_:n20b84db6add84905b33a22197e8f2e05xb0 | _:n517bff07f4b541a48bb65c34e148bd2bxb0
0516356611,2,0516356611,_:n2e2ff52390c34f019c6da954f7303696xb0 | _:n68e6c4d8168e469f8f55f5fb00dedb9dxb0
0516413343,2,0516413343,_:n285372aa06474469974ffb942e62339dxb0 | _:ne4feed27f1774ce192a714a76c746067xb0
0516496611,2,051 6496611,_:nc4d5f5bdb08245a0b5f173f8bc797f55xb0 | _:n8b1ad9bf4aa44dc996814b4b071b1a1bxb0
0516566210215,2,0516566210-215,_:n73cff1fb5ea0420c8c156b2ba4105093xb0 | _:n3b66d974062241e68c398353326ab521xb0
0519542737,2,0519 542737 | 0519   542737,_:n4c236356ddd0409c8dfdc6a761f2867dxb0 | _:n59b883bc6d58486bbad2f01ce4b7cd29xb0
0521220477,2,0521220477,_:nf2ca8088c70d46f88dcdd0be1714dc79xb0 | _:n2a4f07b93b5d49d4a92570dfdacaca35xb0
0521725980,2,0521 725 980,_:ne201a7d4d09d405ca1e58dc750d20a5exb0 | _:n187a4b4914bc466baba57aa33307d937xb0
0525684220,2,0525 68 4220,_:ne04708e66fd84374abdf1461c6038e87xb0 | _:n27153a5c92794d92b228fade8547c0ffxb0
0525685564,2,0525   685564,_:n00f03ef649d440fcb332e8c1a285532cxb0 | _:nc058a0975742446b87cf6f8615a378f7xb0
0535721516,2,053   572 15 16,_:n3e939b40b5044cc6942183830a509fc3xb0 | _:n3257d6571fe4471aa476e59ac0a0d62fxb0
0547465588,2,(0547) 46-5588,_:n13e0db9f514d49489005dee2992a3bd4xb0 | _:nfe8129dc916e4ea8b141c4d2f4b0e3cfxb0
0553028022,2,0553028022,<https://ville-data.com/musee/Lisle-24-24243#2000-ans-d-histoire-16> | <https://ville-data.com/musee/Lisle-24-24243#epoque-gallo-romaine-de-Vesunna-a-la-Cite-17>
0553531063,2,0553531063,<https://ville-data.com/musee/Lisle-24-24243#Ville-de-Perigueux-18> | <https://ville-data.com/musee/Lisle-24-24243#Visite-des-toits-de-la-cathedrale-Saint-Front-15>
0553911198,2,0553911198,<https://ville-data.com/musee/Lisle-24-24243#Musee-de-la-Ferblanterie-7> | <https://ville-data.com/musee/Lisle-24-24243#Musee-des-Records-6>
0561805757,2,0561805757,<https://ville-data.com/musee/Saint-Denis-11-11339#LE-RESERVOIR-ESPACE-DECOUVERTE-DU-CANAL-DU-MIDI-10> | <https://ville-data.com/musee/Saint-Denis-11-11339#Musee-Le-Reservoir-Espace-decouverte-du-Canal-du-Midi-11>
0561883179,2,05 61 88 31 79,_:n2a4e7c348fb94c0e812ec643ef160d79xb0 | _:n91d4a4b7647544ae91ef223049d24a5dxb0
0562057479,2,05 62 05 74 79,_:ne2413b55ca674e3db3a6d1e7fabb80e7xb0 | _:n83397118a0964ab5b4f2142d0a496109xb0
0563371229,2,0563371229,<https://ville-data.com/musee/Viane-81-81314#Le-conservatoire-du-Presbytere-de-Tastavy-10> | <https://ville-data.com/musee/Viane-81-81314#Musee-de-la-vie-paysanne-en-Haut-Languedoc-13>
0563375266,2,0563375266,<https://ville-data.com/musee/Saint-Denis-11-11339#MUSEE-DU-VERRE-YVES-BLAQUIERE-8> | <https://ville-data.com/musee/Saint-Denis-11-11339#Musee-du-Verre-7>
0563406565,2,05 63 40 65 65,_:neb011cb1f8f54dc1a0799d6b62b0f996xb0 | _:n7993bfeb6a8b4ce7a1fa26b05fb7b429xb0
0563410381,2,05 63 41 03 81,_:n4c53758bcba34413ae8012a904b76f58xb0 | _:n145b6f472c214d43a28655f9e83ec13bxb0
0563615656,2,0563615656,<https://ville-data.com/musee/Saint-Denis-11-11339#MAISON-DES-MeMOIRES-ET-MUSeE-DU-CATHARISME-15> | <https://ville-data.com/musee/Saint-Denis-11-11339#Musee-du-Catharisme-13>
0563653961,2,05 63 65 39 61,_:nbcb6fb175fbb451c9e1f09ea7d66bbf2xb0 | _:n608f89b399e3468db819534f52d0885cxb0
0565373003,2,05 65 37 30 03,_:n2f90ca90c03645d19b8285489676ad76xb0 | _:n592295f23d5d40b9a835b892915384daxb0
0565454437,2,05 65 45 44 37,_:n8fbf9ec3c0d64aa080fcae1ccdb43671xb0 | _:nf452406ec93e4cb3815f543290c1c318xb0
0565503108,2,05 65 50 31 08,_:n5a4af9c162724e07a6a1af4fc4d1245fxb0 | _:n566a1656ee474e11b01a19c92f38dc83xb0
0565742355,2,05 65 74 23 55,_:n825307c56236451eaea2d0d2e8e9554dxb0 | _:n45cee18d87e741aa938c1d41f53d3dc2xb0
0565999797672956018,2,0565999797;672956018,<https://ville-data.com/musee/Viane-81-81314#Construction-insolite-5> | <https://ville-data.com/musee/Viane-81-81314#Musee-des-Arts-Buissonniers-6>
05711735135,2,0571 1735135,_:n83fe5644716244f18d7f7b6dc781bbcexb0 | _:n7b668b9fd5b047f0b5b1bd50ed4d696fxb0
0582555502,2,058   2555502,_:n3198f75a613146828ccba989a3e324d5xb0 | _:ncb5ed8ca4d4b4029a8323ad634992269xb0
0587310057,2,0587310057,<https://ville-data.com/musee/Rosiers-d-egletons-19-19176#Apero-Art-et-Histoire--Une-aventure-rocambolesque--17> | <https://ville-data.com/musee/Rosiers-d-egletons-19-19176#Apero-Art-et-Histoire-Il-y-a-2000-ans-en-Haute-Correze-12>
0587310057587310057,2,0587310057;587310057,<https://ville-data.com/musee/Rosiers-d-egletons-19-19176#Les-Apero-Art-et-Histoire-a-Sarran-2> | <https://ville-data.com/musee/Rosiers-d-egletons-19-19176#Pays-d-art-et-d-histoire-16>
