eidr_normalized,wdc_count,wikidata_count,pairs_count,is_problematic,sample_wdc_value
105240/50b1d60f9d99750f0c70o,1,1,1,0,10.5240/50B1-D60F-9D99-750F-0C70-O
105240/50aef35d2901d56887e71,1,1,1,0,10.5240/50AE-F35D-2901-D568-87E7-1
105240/5072bd35df39619ccc813,1,1,1,0,10.5240/5072-BD35-DF39-619C-CC81-3
105240/4ffc95914f91385a5b4ap,1,1,1,0,10.5240/4FFC-9591-4F91-385A-5B4A-P
105240/4f2cdb6458f7555117939,1,1,1,0,10.5240/4F2C-DB64-58F7-5551-1793-9
105240/4efca8a4ea02a92e6707o,1,1,1,0,10.5240/4EFC-A8A4-EA02-A92E-6707-O
105240/4ea7042ea5553f8f0d50k,1,1,1,0,10.5240/4EA7-042E-A555-3F8F-0D50-K
105240/4e6edc6d36ca7ff97509k,1,1,1,0,10.5240/4E6E-DC6D-36CA-7FF9-7509-K
105240/4e486fef111391ed9eafd,1,1,1,0,10.5240/4E48-6FEF-1113-91ED-9EAF-D
105240/4d9e965cb8d35fea2681r,1,1,1,0,10.5240/4D9E-965C-B8D3-5FEA-2681-R
105240/4d5bbc539595f8479fec9,1,1,1,0,10.5240/4D5B-BC53-9595-F847-9FEC-9
105240/4d37c7f0915db16797b6w,1,1,1,0,10.5240/4D37-C7F0-915D-B167-97B6-W
105240/4cbb0e10012b55315cf0g,1,1,1,0,10.5240/4CBB-0E10-012B-5531-5CF0-G
105240/4caf45e03e9f842280def,1,1,1,0,10.5240/4CAF-45E0-3E9F-8422-80DE-F
105240/4c4b337cb90fa821e873s,1,1,1,0,10.5240/4C4B-337C-B90F-A821-E873-S
105240/4c01f5f40fb785f71e7cw,1,1,1,0,10.5240/4C01-F5F4-0FB7-85F7-1E7C-W
105240/4bf2ac422fc053d9b242r,1,1,1,0,10.5240/4BF2-AC42-2FC0-53D9-B242-R
105240/4be97d50ab3205f0fe5eu,1,1,1,0,10.5240/4BE9-7D50-AB32-05F0-FE5E-U
105240/4aa45c18dc370cecde0fy,1,1,1,0,10.5240/4AA4-5C18-DC37-0CEC-DE0F-Y
105240/4a7670acb8c3a8cc6ba2e,1,1,1,0,10.5240/4A76-70AC-B8C3-A8CC-6BA2-E
105240/4a16dde5870c1dfbaa9b2,1,1,1,0,10.5240/4A16-DDE5-870C-1DFB-AA9B-2
105240/49feb9fce953d2d85ee6s,1,1,1,0,10.5240/49FE-B9FC-E953-D2D8-5EE6-S
105240/4992d017988ea2c303ae1,1,1,1,0,10.5240/4992-D017-988E-A2C3-03AE-1
105240/49220d5b66d88fbf50c8z,1,1,1,0,10.5240/4922-0D5B-66D8-8FBF-50C8-Z
105240/48fb87394684c0bb76abg,1,1,1,0,10.5240/48FB-8739-4684-C0BB-76AB-G
105240/487b74580fddd4ba95b29,1,1,1,0,10.5240/487B-7458-0FDD-D4BA-95B2-9
105240/4877d0383b51d7bf6a282,1,1,1,0,10.5240/4877-D038-3B51-D7BF-6A28-2
105240/48083fac627cc086fde8y,1,1,1,0,10.5240/4808-3FAC-627C-C086-FDE8-Y
105240/47cdec86471b36fb087dz,1,1,1,0,10.5240/47CD-EC86-471B-36FB-087D-Z
105240/47c5a787032b9425aa18o,1,1,1,0,10.5240/47C5-A787-032B-9425-AA18-O
105240/47c10ebde966858f90d3a,1,1,1,0,10.5240/47C1-0EBD-E966-858F-90D3-A
105240/47b917bee5354cb2ed92z,1,1,1,0,10.5240/47B9-17BE-E535-4CB2-ED92-Z
105240/4799832dbc1bfaeeb63cq,1,1,1,0,10.5240/4799-832D-BC1B-FAEE-B63C-Q
105240/477bf965a93359d952918,1,1,1,0,10.5240/477B-F965-A933-59D9-5291-8
105240/476e8ceea9b8bb66c3778,1,1,1,0,10.5240/476E-8CEE-A9B8-BB66-C377-8
105240/46f106e6b3018d85cdb4y,1,1,1,0,10.5240/46F1-06E6-B301-8D85-CDB4-Y
105240/46928a58544075cb0a5dd,1,1,1,0,10.5240/4692-8A58-5440-75CB-0A5D-D
105240/462e1b983a71a9525512r,1,1,1,0,10.5240/462E-1B98-3A71-A952-5512-R
105240/45b9d742a11b03667f14g,1,1,1,0,10.5240/45B9-D742-A11B-0366-7F14-G
105240/44fbf3d03173422b16bfc,1,1,1,0,10.5240/44FB-F3D0-3173-422B-16BF-C
105240/44edca524e7f3801e44fp,1,1,1,0,10.5240/44ED-CA52-4E7F-3801-E44F-P
105240/44dda51836fa9a5ae28cf,1,1,1,0,10.5240/44DD-A518-36FA-9A5A-E28C-F
105240/44d2396a6638b5992dfeh,1,1,1,0,10.5240/44D2-396A-6638-B599-2DFE-H
105240/449bf8be6ea569e5d84fp,1,1,1,0,10.5240/449B-F8BE-6EA5-69E5-D84F-P
105240/44411c2e17a7b1b67151m,1,1,1,0,10.5240/4441-1C2E-17A7-B1B6-7151-M
105240/4415ac76017a1b8ff85ac,1,1,1,0,10.5240/4415-AC76-017A-1B8F-F85A-C
105240/43f6757a7de91a05d06c0,1,1,1,0,10.5240/43F6-757A-7DE9-1A05-D06C-0
105240/43d55bdb7cbf9b4e2e10n,1,1,1,0,10.5240/43D5-5BDB-7CBF-9B4E-2E10-N
105240/43b52770716b7122ca9f1,1,1,1,0,10.5240/43B5-2770-716B-7122-CA9F-1
105240/43096e691d37fd7dbd584,1,1,1,0,10.5240/4309-6E69-1D37-FD7D-BD58-4
105240/42bfe48a9bc999024eb1m,1,1,1,0,10.5240/42BF-E48A-9BC9-9902-4EB1-M
105240/42724b557c7626783b0er,1,1,1,0,10.5240/4272-4B55-7C76-2678-3B0E-R
105240/423e8ecec8847a641e1am,1,1,1,0,10.5240/423E-8ECE-C884-7A64-1E1A-M
105240/4215bdb740002a48d402y,1,1,1,0,10.5240/4215-BDB7-4000-2A48-D402-Y
105240/4197271c31dc378950a11,1,1,1,0,10.5240/4197-271C-31DC-3789-50A1-1
105240/41814dd25454fdd1582by,1,1,1,0,10.5240/4181-4DD2-5454-FDD1-582B-Y
105240/415af9df223105681610f,1,1,1,0,10.5240/415A-F9DF-2231-0568-1610-F
105240/4132fee8ca6cd4d55f978,1,1,1,0,10.5240/4132-FEE8-CA6C-D4D5-5F97-8
105240/40f4c53e4b157c57c918o,1,1,1,0,10.5240/40F4-C53E-4B15-7C57-C918-O
105240/4089cf307c4de5893a4cl,1,1,1,0,10.5240/4089-CF30-7C4D-E589-3A4C-L
105240/4059792323936071e12cc,1,1,1,0,10.5240/4059-7923-2393-6071-E12C-C
105240/4041ea17e7ad51d18278u,1,1,1,0,10.5240/4041-EA17-E7AD-51D1-8278-U
105240/402f88df74b8bba7ce05n,1,1,1,0,10.5240/402F-88DF-74B8-BBA7-CE05-N
105240/3fffcffbdd5ca5133969d,1,1,1,0,10.5240/3FFF-CFFB-DD5C-A513-3969-D
105240/3fcf22bfce52d937bf5at,1,1,1,0,10.5240/3FCF-22BF-CE52-D937-BF5A-T
105240/3f6a3ab01f7465b2acf50,1,1,1,0,10.5240/3F6A-3AB0-1F74-65B2-ACF5-0
105240/3f2427f6e541f8c2473a4,1,1,1,0,10.5240/3F24-27F6-E541-F8C2-473A-4
105240/3f02d6cd39e65cacfc1az,1,1,1,0,10.5240/3F02-D6CD-39E6-5CAC-FC1A-Z
105240/3ea84c0d0be7f86b2bf2k,1,1,1,0,10.5240/3EA8-4C0D-0BE7-F86B-2BF2-K
105240/3e5b211a57d626cb9ab6l,1,1,1,0,10.5240/3E5B-211A-57D6-26CB-9AB6-L
105240/3e31affd991d5cfc930d2,1,1,1,0,10.5240/3E31-AFFD-991D-5CFC-930D-2
105240/3e2c3b0efd92070ad9635,1,1,1,0,10.5240/3E2C-3B0E-FD92-070A-D963-5
105240/3e1a3166fc5532a2b810y,1,1,1,0,10.5240/3E1A-3166-FC55-32A2-B810-Y
105240/3d88318e7fd92c1d2aafy,1,1,1,0,10.5240/3D88-318E-7FD9-2C1D-2AAF-Y
105240/3cf3483a94052e7bdb50o,1,1,1,0,10.5240/3CF3-483A-9405-2E7B-DB50-O
105240/3c9381af9727bbc16b75s,1,1,1,0,10.5240/3C93-81AF-9727-BBC1-6B75-S
105240/3c88fecb1bc311371d44l,1,1,1,0,10.5240/3C88-FECB-1BC3-1137-1D44-L
105240/3c855cee8e350ae518f0o,1,1,1,0,10.5240/3C85-5CEE-8E35-0AE5-18F0-O
105240/3c81c390f40532f320b19,1,1,1,0,10.5240/3C81-C390-F405-32F3-20B1-9
105240/3c5ee08afaeb0fc984247,1,1,1,0,10.5240/3C5E-E08A-FAEB-0FC9-8424-7
105240/3c3495ed8d566dd30abba,1,1,1,0,10.5240/3C34-95ED-8D56-6DD3-0ABB-A
105240/3b769ac6e80f64867b5cm,1,1,1,0,10.5240/3B76-9AC6-E80F-6486-7B5C-M
105240/3b629481f274b2b16bfdu,1,1,1,0,10.5240/3B62-9481-F274-B2B1-6BFD-U
105240/3b58d0ea8f21fa8a9c2dx,1,1,1,0,10.5240/3B58-D0EA-8F21-FA8A-9C2D-X
105240/3b2b133ee4ca7043c2b4l,1,1,1,0,10.5240/3B2B-133E-E4CA-7043-C2B4-L
105240/3ae20e53b32881e42001e,1,1,1,0,10.5240/3AE2-0E53-B328-81E4-2001-E
105240/3ac7835a9a8cf25b5aeds,1,1,1,0,10.5240/3AC7-835A-9A8C-F25B-5AED-S
105240/3a581de7229ba5705f451,1,1,1,0,10.5240/3A58-1DE7-229B-A570-5F45-1
105240/3a3e6e66151b9f14a71c5,1,1,1,0,10.5240/3A3E-6E66-151B-9F14-A71C-5
105240/39e5635a3f024bd8d0934,1,1,1,0,10.5240/39E5-635A-3F02-4BD8-D093-4
105240/396e9cb6db18d6d9e7a01,1,1,1,0,10.5240/396E-9CB6-DB18-D6D9-E7A0-1
105240/3944374d17f3db790b13k,1,1,1,0,10.5240/3944-374D-17F3-DB79-0B13-K
105240/38f8108bfe99be736b6dd,1,1,1,0,10.5240/38F8-108B-FE99-BE73-6B6D-D
105240/38cbac3ead81a2a9811d2,1,1,1,0,10.5240/38CB-AC3E-AD81-A2A9-811D-2
105240/38c7edb409e0c75b6dc0n,1,1,1,0,10.5240/38C7-EDB4-09E0-C75B-6DC0-N
105240/3866be18c23b94c2b491r,1,1,1,0,10.5240/3866-BE18-C23B-94C2-B491-R
105240/37cf446da6816251d2c5e,1,1,1,0,10.5240/37CF-446D-A681-6251-D2C5-E
105240/37b757c9f787332513376,1,1,1,0,10.5240/37B7-57C9-F787-3325-1337-6
105240/374db52bbd20683c5e36v,1,1,1,0,10.5240/374D-B52B-BD20-683C-5E36-V
105240/369edb9a9873b57fe77cn,1,1,1,0,10.5240/369E-DB9A-9873-B57F-E77C-N
105240/368839a4c7f207707b30f,1,1,1,0,10.5240/3688-39A4-C7F2-0770-7B30-F
105240/35cfeb846b15164405600,1,1,1,0,10.5240/35CF-EB84-6B15-1644-0560-0
105240/35ae9fca28f178ae79dee,1,1,1,0,10.5240/35AE-9FCA-28F1-78AE-79DE-E
105240/35a6d9ee5b860f58c023a,1,1,1,0,10.5240/35A6-D9EE-5B86-0F58-C023-A
105240/354ec6e388b6668e24e6o,1,1,1,0,10.5240/354E-C6E3-88B6-668E-24E6-O
105240/3512dc1536f0dfb87764d,1,1,1,0,10.5240/3512-DC15-36F0-DFB8-7764-D
105240/34de58872310d7eacf04a,1,1,1,0,10.5240/34DE-5887-2310-D7EA-CF04-A
105240/34c18e4947c933402d3e0,1,1,1,0,10.5240/34C1-8E49-47C9-3340-2D3E-0
105240/34c05fe70f5e71645f7c3,1,1,1,0,10.5240/34C0-5FE7-0F5E-7164-5F7C-3
105240/348c323c5ee1731ab851w,1,1,1,0,10.5240/348C-323C-5EE1-731A-B851-W
105240/347692403ffa5b969cf6s,1,1,1,0,10.5240/3476-9240-3FFA-5B96-9CF6-S
105240/34640fca711023665f61t,1,1,1,0,10.5240/3464-0FCA-7110-2366-5F61-T
105240/345b2e95cf820d9b84das,1,1,1,0,10.5240/345B-2E95-CF82-0D9B-84DA-S
105240/3359362346fa75b478f6j,1,1,1,0,10.5240/3359-3623-46FA-75B4-78F6-J
105240/3350601447cc2d20283cl,1,1,1,0,10.5240/3350-6014-47CC-2D20-283C-L
105240/333a7d0c6485b99563d22,1,1,1,0,10.5240/333A-7D0C-6485-B995-63D2-2
105240/3320d2fd17edefabb12ea,1,1,1,0,10.5240/3320-D2FD-17ED-EFAB-B12E-A
105240/32b1b56714ac65c2b8efx,1,1,1,0,10.5240/32B1-B567-14AC-65C2-B8EF-X
105240/329b212cb34ccd987c38l,1,1,1,0,10.5240/329B-212C-B34C-CD98-7C38-L
105240/327a386f95e5606232ffn,1,1,1,0,10.5240/327A-386F-95E5-6062-32FF-N
105240/32683b31e9027973cd9fn,1,1,1,0,10.5240/3268-3B31-E902-7973-CD9F-N
105240/3248ac6b011129a7f473y,1,1,1,0,10.5240/3248-AC6B-0111-29A7-F473-Y
105240/323b05d4a4a4c1eb675bu,1,1,1,0,10.5240/323B-05D4-A4A4-C1EB-675B-U
105240/3222cfd8db219da800b69,1,1,1,0,10.5240/3222-CFD8-DB21-9DA8-00B6-9
105240/3213896cec0c73d09f35y,1,1,1,0,10.5240/3213-896C-EC0C-73D0-9F35-Y
105240/315951bfa6c87a1821557,1,1,1,0,10.5240/3159-51BF-A6C8-7A18-2155-7
105240/311997cfc8f729375e55r,1,1,1,0,10.5240/3119-97CF-C8F7-2937-5E55-R
105240/2fe7b345ba103575af7ab,1,1,1,0,10.5240/2FE7-B345-BA10-3575-AF7A-B
105240/2fc6b9865c46b67a9e6e7,1,1,1,0,10.5240/2FC6-B986-5C46-B67A-9E6E-7
105240/2f94dcbe94c7a9054863o,1,1,1,0,10.5240/2F94-DCBE-94C7-A905-4863-O
105240/2f66b68af6698a1b9104m,1,1,1,0,10.5240/2F66-B68A-F669-8A1B-9104-M
105240/2f5b3c82ddc7ff0540bcj,1,1,1,0,10.5240/2F5B-3C82-DDC7-FF05-40BC-J
105240/2f47960d5dbcc92e01394,1,1,1,0,10.5240/2F47-960D-5DBC-C92E-0139-4
105240/2f291ced68b2f400d2c8a,1,1,1,0,10.5240/2F29-1CED-68B2-F400-D2C8-A
105240/2f06c4fd7566f7cb3e86k,1,1,1,0,10.5240/2F06-C4FD-7566-F7CB-3E86-K
105240/2ef3f4f72f025cf3c2588,1,1,1,0,10.5240/2EF3-F4F7-2F02-5CF3-C258-8
105240/2ed43c32da8f41ba0751l,1,1,1,0,10.5240/2ED4-3C32-DA8F-41BA-0751-L
105240/2e41ea082ad48dbd08721,1,1,1,0,10.5240/2E41-EA08-2AD4-8DBD-0872-1
105240/2db6546165e0889bbc19p,1,1,1,0,10.5240/2DB6-5461-65E0-889B-BC19-P
105240/2d79aa955ffbb80dfd378,1,1,1,0,10.5240/2D79-AA95-5FFB-B80D-FD37-8
105240/2d644bd68e9d48e6e8f5g,1,1,1,0,10.5240/2D64-4BD6-8E9D-48E6-E8F5-G
105240/2d531ffc944c8f1eb3b5o,1,1,1,0,10.5240/2D53-1FFC-944C-8F1E-B3B5-O
105240/2d4575b9f67f9f2c4441k,1,1,1,0,10.5240/2D45-75B9-F67F-9F2C-4441-K
105240/2d1cb976d2c0b3cf5052r,1,1,1,0,10.5240/2D1C-B976-D2C0-B3CF-5052-R
105240/2c9fdbf06fdacf80bc96f,1,1,1,0,10.5240/2C9F-DBF0-6FDA-CF80-BC96-F
105240/2c51b517986beedaf24e1,1,1,1,0,10.5240/2C51-B517-986B-EEDA-F24E-1
105240/2c3063cf167df665e856g,1,1,1,0,10.5240/2C30-63CF-167D-F665-E856-G
105240/2c03bee4798c176081f7l,1,1,1,0,10.5240/2C03-BEE4-798C-1760-81F7-L
105240/2b9aa64de62a839b48082,1,1,1,0,10.5240/2B9A-A64D-E62A-839B-4808-2
105240/2b10fe9ae7b39a20c97cb,1,1,1,0,10.5240/2B10-FE9A-E7B3-9A20-C97C-B
105240/2afb5ece4eefd0741ebcr,1,1,1,0,10.5240/2AFB-5ECE-4EEF-D074-1EBC-R
105240/2a468f0ef56901ca82718,1,1,1,0,10.5240/2A46-8F0E-F569-01CA-8271-8
105240/2a2df0fa1f28f32d2099l,1,1,1,0,10.5240/2A2D-F0FA-1F28-F32D-2099-L
105240/2a295a7450aeb52c6dcce,1,1,1,0,10.5240/2A29-5A74-50AE-B52C-6DCC-E
105240/2a1f1068baa8ad1458a3s,1,1,1,0,10.5240/2A1F-1068-BAA8-AD14-58A3-S
105240/29f38722c836e6dbe1a8o,1,1,1,0,10.5240/29F3-8722-C836-E6DB-E1A8-O
105240/2985cf2f91374dfa9b32r,1,1,1,0,10.5240/2985-CF2F-9137-4DFA-9B32-R
105240/297085f9e888ce0b5f2fi,1,1,1,0,10.5240/2970-85F9-E888-CE0B-5F2F-I
105240/28c33a0bbc4bcba47f83y,1,1,1,0,10.5240/28C3-3A0B-BC4B-CBA4-7F83-Y
105240/28347ebc88ae992e6c6c9,1,1,1,0,10.5240/2834-7EBC-88AE-992E-6C6C-9
105240/280cd8d2f4f9b91f008cq,1,1,1,0,10.5240/280C-D8D2-F4F9-B91F-008C-Q
105240/27dd8ef2162fe63764748,1,1,1,0,10.5240/27DD-8EF2-162F-E637-6474-8
105240/27c018d1c46e0bdbeca7h,1,1,1,0,10.5240/27C0-18D1-C46E-0BDB-ECA7-H
105240/27ac612197ce383dcad5l,1,1,1,0,10.5240/27AC-6121-97CE-383D-CAD5-L
105240/2782fe2505a2f33350456,1,1,1,0,10.5240/2782-FE25-05A2-F333-5045-6
105240/271d757a7ddb418afed7z,1,1,1,0,10.5240/271D-757A-7DDB-418A-FED7-Z
105240/27114959f572738d8c7ao,1,1,1,0,10.5240/2711-4959-F572-738D-8C7A-O
105240/2703411fdcf62dea8df8h,1,1,1,0,10.5240/2703-411F-DCF6-2DEA-8DF8-H
105240/259c42a40947baeb6362j,1,1,1,0,10.5240/259C-42A4-0947-BAEB-6362-J
105240/2580329546b91db7728fg,1,1,1,0,10.5240/2580-3295-46B9-1DB7-728F-G
105240/254f7c457c20d75fa68fo,1,1,1,0,10.5240/254F-7C45-7C20-D75F-A68F-O
105240/2548c05c0502aa3f5dbbd,1,1,1,0,10.5240/2548-C05C-0502-AA3F-5DBB-D
105240/250d30128db773570afdn,1,1,1,0,10.5240/250D-3012-8DB7-7357-0AFD-N
105240/24e740f0707c68765245c,1,1,1,0,10.5240/24E7-40F0-707C-6876-5245-C
105240/24c7f1b1b79c8f2ba7f63,1,1,1,0,10.5240/24C7-F1B1-B79C-8F2B-A7F6-3
105240/248bf424b72a78af37f7b,1,1,1,0,10.5240/248B-F424-B72A-78AF-37F7-B
105240/24712732250f231928659,1,1,1,0,10.5240/2471-2732-250F-2319-2865-9
105240/2449c8232009059bb9b64,1,1,1,0,10.5240/2449-C823-2009-059B-B9B6-4
105240/22e1fff331487abf3c110,1,1,1,0,10.5240/22E1-FFF3-3148-7ABF-3C11-0
105240/228cc8eeb382ae53a317d,1,1,1,0,10.5240/228C-C8EE-B382-AE53-A317-D
105240/22728fa21d3a112c52c9h,1,1,1,0,10.5240/2272-8FA2-1D3A-112C-52C9-H
105240/225a1ae414f363847884q,1,1,1,0,10.5240/225A-1AE4-14F3-6384-7884-Q
105240/223658de5471acd804d64,1,1,1,0,10.5240/2236-58DE-5471-ACD8-04D6-4
105240/2207e62abd6a73884b50o,1,1,1,0,10.5240/2207-E62A-BD6A-7388-4B50-O
105240/21ef5066056bcf94ddda8,1,1,1,0,10.5240/21EF-5066-056B-CF94-DDDA-8
105240/21e43755b7c3ca351456q,1,1,1,0,10.5240/21E4-3755-B7C3-CA35-1456-Q
105240/218ecea96a73920e070c2,1,1,1,0,10.5240/218E-CEA9-6A73-920E-070C-2
105240/217c10cf54de73648d25x,1,1,1,0,10.5240/217C-10CF-54DE-7364-8D25-X
105240/2116a921fd9f839a5c51l,1,1,1,0,10.5240/2116-A921-FD9F-839A-5C51-L
105240/20f473a24b6de832a4c6u,1,1,1,0,10.5240/20F4-73A2-4B6D-E832-A4C6-U
105240/20d09946e1456704830fx,1,1,1,0,10.5240/20D0-9946-E145-6704-830F-X
105240/20c66c0b66f51b9803771,1,1,1,0,10.5240/20C6-6C0B-66F5-1B98-0377-1
105240/20755cc6150e7632af7cu,1,1,1,0,10.5240/2075-5CC6-150E-7632-AF7C-U
105240/205abd0cf52065f1855b9,1,1,1,0,10.5240/205A-BD0C-F520-65F1-855B-9
105240/2039205b19a2df8a210fy,1,1,1,0,10.5240/2039-205B-19A2-DF8A-210F-Y
105240/2007d17b5bae0783dfcdh,1,1,1,0,10.5240/2007-D17B-5BAE-0783-DFCD-H
105240/1feeea61f634ede91689n,1,1,1,0,10.5240/1FEE-EA61-F634-EDE9-1689-N
105240/1fe4ef1d1e8847cd7802p,1,1,1,0,10.5240/1FE4-EF1D-1E88-47CD-7802-P
105240/1fa6b31d2f8009ebe5480,1,1,1,0,10.5240/1FA6-B31D-2F80-09EB-E548-0
105240/1f1bcd1225250dfef873c,1,1,1,0,10.5240/1F1B-CD12-2525-0DFE-F873-C
105240/1ea4c88d40abb15f15a7f,1,1,1,0,10.5240/1EA4-C88D-40AB-B15F-15A7-F
105240/1e9340615b37115b1213o,1,1,1,0,10.5240/1E93-4061-5B37-115B-1213-O
105240/1e32bf506777877216434,1,1,1,0,10.5240/1E32-BF50-6777-8772-1643-4
105240/1de18807ec21eba54cb18,1,1,1,0,10.5240/1DE1-8807-EC21-EBA5-4CB1-8
105240/1dbf71c937d7ba9700ebq,1,1,1,0,10.5240/1DBF-71C9-37D7-BA97-00EB-Q
105240/1d83dbb369d71e449bfeu,1,1,1,0,10.5240/1D83-DBB3-69D7-1E44-9BFE-U
105240/1d62e0de8fa56e184942n,1,1,1,0,10.5240/1D62-E0DE-8FA5-6E18-4942-N
105240/1d51d96bc74cee4d444ee,1,1,1,0,10.5240/1D51-D96B-C74C-EE4D-444E-E
105240/1cfe4fff93080a140aaf7,1,1,1,0,10.5240/1CFE-4FFF-9308-0A14-0AAF-7
105240/1ca6f80cae2b98c079a42,1,1,1,0,10.5240/1CA6-F80C-AE2B-98C0-79A4-2
105240/1c998ca9a97ccd9d8a4cb,1,1,1,0,10.5240/1C99-8CA9-A97C-CD9D-8A4C-B
105240/1c6e696beaedd68837e2b,1,1,1,0,10.5240/1C6E-696B-EAED-D688-37E2-B
105240/1c653f059cd716565135y,1,1,1,0,10.5240/1C65-3F05-9CD7-1656-5135-Y
105240/1c6128ddeb245a95e747g,1,1,1,0,10.5240/1C61-28DD-EB24-5A95-E747-G
105240/1c45c1a44ea14dc216a19,1,1,1,0,10.5240/1C45-C1A4-4EA1-4DC2-16A1-9
105240/1c3b2c387eb33bffff39r,1,1,1,0,10.5240/1C3B-2C38-7EB3-3BFF-FF39-R
105240/1c288452f62576fc3797m,1,1,1,0,10.5240/1C28-8452-F625-76FC-3797-M
105240/1b705db361d9c74826925,1,1,1,0,10.5240/1B70-5DB3-61D9-C748-2692-5
105240/1b6a1246faa5aed1c132h,1,1,1,0,10.5240/1B6A-1246-FAA5-AED1-C132-H
105240/1ab630bfdbbe740234cfu,1,1,1,0,10.5240/1AB6-30BF-DBBE-7402-34CF-U
105240/1a508aa33a85932476c8p,1,1,1,0,10.5240/1A50-8AA3-3A85-9324-76C8-P
105240/1a312f242f42632497f3c,1,1,1,0,10.5240/1A31-2F24-2F42-6324-97F3-C
105240/1944d35957a8ee23e403p,1,1,1,0,10.5240/1944-D359-57A8-EE23-E403-P
105240/1942b3acd89c99fff5ba1,1,1,1,0,10.5240/1942-B3AC-D89C-99FF-F5BA-1
105240/190cc2216cfc02a0b5972,1,1,1,0,10.5240/190C-C221-6CFC-02A0-B597-2
105240/18747defa6d32538d1dby,1,1,1,0,10.5240/1874-7DEF-A6D3-2538-D1DB-Y
105240/186dbde176cbfc0159d0g,1,1,1,0,10.5240/186D-BDE1-76CB-FC01-59D0-G
105240/1866ea5f3bbe56cc64e7x,1,1,1,0,10.5240/1866-EA5F-3BBE-56CC-64E7-X
105240/1847c5bc55e365ef9ded1,1,1,1,0,10.5240/1847-C5BC-55E3-65EF-9DED-1
105240/1840eab542e2b00a7ac0h,1,1,1,0,10.5240/1840-EAB5-42E2-B00A-7AC0-H
105240/17b64b291e3a5e01bce1z,1,1,1,0,10.5240/17B6-4B29-1E3A-5E01-BCE1-Z
105240/17b34d4f9492fe49ac78t,1,1,1,0,10.5240/17B3-4D4F-9492-FE49-AC78-T
105240/179907625adadc35f2ace,1,1,1,0,10.5240/1799-0762-5ADA-DC35-F2AC-E
105240/17207f2336eb06c0c8c4o,1,1,1,0,10.5240/1720-7F23-36EB-06C0-C8C4-O
105240/15f04256c69e4b9485716,1,1,1,0,10.5240/15F0-4256-C69E-4B94-8571-6
105240/1585509afd677cb000c8v,1,1,1,0,10.5240/1585-509A-FD67-7CB0-00C8-V
105240/155b23815cce1197c6d1v,1,1,1,0,10.5240/155B-2381-5CCE-1197-C6D1-V
105240/153ee78d64bfafeac930h,1,1,1,0,10.5240/153E-E78D-64BF-AFEA-C930-H
105240/1508df83908a8d5a27b00,1,1,1,0,10.5240/1508-DF83-908A-8D5A-27B0-0
105240/14fe59da77bb623b9fa6e,1,1,1,0,10.5240/14FE-59DA-77BB-623B-9FA6-E
105240/14b027df51dbe36aeb35g,1,1,1,0,10.5240/14B0-27DF-51DB-E36A-EB35-G
105240/148ce8dd7741265dcbdf1,1,1,1,0,10.5240/148C-E8DD-7741-265D-CBDF-1
105240/14747bed62b126b8febb5,1,1,1,0,10.5240/1474-7BED-62B1-26B8-FEBB-5
105240/146166bd062905e822e9r,1,1,1,0,10.5240/1461-66BD-0629-05E8-22E9-R
105240/14381b646ef61cd8d431f,1,1,1,0,10.5240/1438-1B64-6EF6-1CD8-D431-F
105240/14294c6bd3d13ae5feeb0,1,1,1,0,10.5240/1429-4C6B-D3D1-3AE5-FEEB-0
105240/130a52c574ad19a5e7fdf,1,1,1,0,10.5240/130A-52C5-74AD-19A5-E7FD-F
105240/12956945d454f2592b2ck,1,1,1,0,10.5240/1295-6945-D454-F259-2B2C-K
105240/1230c5909570cbcffcd5t,1,1,1,0,10.5240/1230-C590-9570-CBCF-FCD5-T
105240/122f8bac329bd86f8c562,1,1,1,0,10.5240/122F-8BAC-329B-D86F-8C56-2
105240/11f10e52d8a57cbd3e731,1,1,1,0,10.5240/11F1-0E52-D8A5-7CBD-3E73-1
105240/118fbb7a4ce018215f33g,1,1,1,0,10.5240/118F-BB7A-4CE0-1821-5F33-G
105240/118534b8bbf218856f183,1,1,1,0,10.5240/1185-34B8-BBF2-1885-6F18-3
105240/11435193eb48f51180aef,1,1,1,0,10.5240/1143-5193-EB48-F511-80AE-F
105240/113121ee07756cbfe017u,1,1,1,0,10.5240/1131-21EE-0775-6CBF-E017-U
105240/10e75957b9171fcf18a0m,1,1,1,0,10.5240/10E7-5957-B917-1FCF-18A0-M
105240/1075903145507a5322c81,1,1,1,0,10.5240/1075-9031-4550-7A53-22C8-1
105240/106fb82abca4562a586fq,1,1,1,0,10.5240/106F-B82A-BCA4-562A-586F-Q
105240/0fe732e09b0daa8fa1768,1,1,1,0,10.5240/0FE7-32E0-9B0D-AA8F-A176-8
105240/0f22be1984a2304288b5k,1,1,1,0,10.5240/0F22-BE19-84A2-3042-88B5-K
105240/0f03bb98d3460fcb6207p,1,1,1,0,10.5240/0F03-BB98-D346-0FCB-6207-P
105240/0ef8154aec24e4ef9736u,1,1,1,0,10.5240/0EF8-154A-EC24-E4EF-9736-U
105240/0eed19279880740d3661l,1,1,1,0,10.5240/0EED-1927-9880-740D-3661-L
105240/0e33e2ee56d024b4b4e5r,1,1,1,0,10.5240/0E33-E2EE-56D0-24B4-B4E5-R
