phone_normalized,wdc_subject_count,sample_values,sample_subjects
025129734562973457,2,"0251-2973456, 2973457",_:n4b93fb614f4246cf9101f679366ef91fxb0 | _:n2d24647142f146a2b0b388f6ecd16668xb0
0252597331,2,0252597331,_:n712c306f22a94efdbabfa7631807c018xb0 | _:n4f5caef25a734b5d8fb2f1bc67948476xb0
02553282353354,2,"02553-282353, 354",_:nb21e2b485260403daa61b6f30a894234xb0 | _:n32332121b01c47efbf67e3d7d51f9040xb0
02612201506,2,0261-2201506,_:n8b26c249757d4b36becf68e9f547a7eexb0 | _:nd64814e8c2b94172a1938127eda76a25xb0
026122595712259582225958422015052201509,2,"0261-2259571,2259582,2259584,2201505,2201509",_:nda16b7de7efc42e49c854ba4aed56483xb0 | _:n581212e8b87f4de1adcb5fc0bf40a3a9xb0
02642230595,2,02642-230595,_:n3e53e926d70c442b8493389d60f1069cxb0 | _:nda5c1ece38b24fb5b60ca4edec307cccxb0
02652398008,2,0265-2398008,_:ncd88483ca5344e408adcdc3ef0b678d1xb0 | _:node1ife08g3rx4904995
02656318166,2,0265 6318166,_:nc94dcb041dc34829be84492aa437766dxb0 | _:node1iff9tdf4x19039896
02782516999,2,0278-2516999,<https://ssccm.ac.in/> | <https://www.ssccm.ac.in/>
027825682222568110,2,"0278-2568222, 2568110",_:n49e3688f9f9c443490cd0154c287b47fxb0 | _:n15a63d44e9034851be9bed60b635561axb0
02942477251,2,02942477251,_:n2d9ee1b11eb84c24a1b26850814ac9e3xb0 | _:nd4b709311ff74d13a8e210deb0a0c3f7xb0
0313044626,2,031 304 4626,<https://regent.ac.za/#organization> | <https://regent.ac.za/locations/regent-johannesburg-campus#local-branch-organization>
0320151677,2,0320151677,_:nfab583fc74024e5ab49884e7fad82a88xb0 | _:n5c79eedad1b445ac9cbe640a27b94e3axb0
0320842735,2,0320842735,_:nc557cf7dcc92406ea0e948e36138fd55xb0 | _:nf779e6572e644ee9b9cf1859a2f48fd5xb0
032622350012235004,2,"0326-2235001, 2235004 | 0326-2235001,2235004",_:n7d9bda42aba54f728e31fe44e537bba6xb0 | _:nd2d8535e99b94a8eab6062438ef9ad2fxb0
03324146414,2,03324146414,_:n708a3d1000a544b4929961d9f7c24275xb0 | _:n9d66cc093e4044b8adc6b7d3317a71f3xb0
03324363333,2,033-24363333 | 033 24363333,_:nb063463a7c7e443298284bb47aa31497xb0 | _:n7e076c330ae249c892a16d384c429209xb0
03324611236,2,033-24611236,_:nd829b9dd02384be9979d2353723e9a81xb0 | _:n05cf17cd189a48b7b40586e175f51e20xb0
03324679178,2,03324679178,_:n3ceaf6124123487780a1deb9d4177a6axb0 | _:nea97a8be3b064ff2bfd11834948e94cdxb0
03324816491,2,033-24816491,_:n798a0d7ce87b4faa8182b117d67d93ddxb0 | _:n26299dd83f3b4cb78e6cb2bd18f51148xb0
03325694700,2,03325694700,_:nbcda4a4b7d73460ca5f52d753fcf1e83xb0 | _:nb5d86d1b3ea240408f1e04c2970dd96axb3
0332662105826623156,2,"033-26621058, 26623156",_:nf2ae2b115a68447fbb5d2fcd928281eaxb0 | _:n7d1909fe30494278b4223569ff8578c8xb0
03344012802,2,033-44012802,_:nbc7644736a2e43a5ad15e2491b2e0acdxb0 | _:n6a618dcedf2b44d5b302148ff303c003xb0
03432545290,2,03432545290,_:n86015525a27744d0888ab4c1dd9162e9xb0 | _:n78387dffb3fa457eb4eb25361e37028bxb0
03471255158,2,03471-255158,_:n354067850ce04c17bddd945d38978546xb0 | _:n82c538df379d46c6bcd2123b5d0eebb1xb0
0353404500,2,03-5340-4500,_:nf3fe9e78992445bcb0d778fe25cf28ecxb0 | _:n41fa697b18a24001952ef169821e915fxb0
0354447222,2,(03) 5444 7222,_:n091120aee43049f193db89ede3249be0xb0 | _:n4b020ffdd8af4b1b98c8a8fff43393cdxb0
0359785106,2,03-5978-5106,_:n75e3ca52f9cd46dfa66169caad48bb8axb0 | _:n6ddabed17d3a4d698898eb54107e0b6fxb0
03612582190,2,03612582190,_:nc2dc039811b240d78598092de31fcf60xb0 | _:n35488ba2f37947abaeb3214947db7f2dxb0
03642308000,2,03642308000,_:nf85cf814204c4fc9a9f0aa26c69fc6c3xb0 | _:nea8a3b66954a44d7a11c24eafba32df2xb0
03732370666,2,03732370666,_:ne947a3a1216a4c708a4966b5ae8e9b64xb0 | _:nb62d4a3a9bc34353856af43fdbd72728xb0
03762371031,2,0376-2371031,_:nb6b360b3e4cf4eb8a2718f75c3626b73xb0 | _:n7b7a2e506a1a4d13ba015c424944f7dfxb0
03812376814,2,0381-2376814,_:n9e3e06814d704ba7ba5f7786490beac7xb0 | _:n3c0e3bf251fe4d3f91121d1580690f3fxb0
0387315253,2,0387315253,_:n123c74be98804fa09283e2270d3f460exb0 | _:ne64e95a43d8e4219ad62c8901be3f052xb0
04023110841,2,04023110841,_:n9516c8a59a1b4c3e85db02547b2beecexb0 | _:nff3d6047c73c4ff59d6e0358700470c9xb0
0402330555223305549,2,"040-23305552, 23305549",_:nfc9ca243568b4cf19d9729790040589dxb0 | _:nc15243f1f09d4725aed04f1bef2542e1xb0
04023479732,2,04023479732,_:n0eb2577cafbb42acbe1f2ef286b54fa7xb0 | _:nea1837f621244ec29e8f94e7a675d533xb0
04027160222271602312716023227160241,2,"040-27160222, 27160231, 27160232, 27160241",_:nfff3df6336cf41ae8a33496d76f3d48dxb0 | _:ne5fd816a90e34f5988f9c1be4776e49exb0
0406451451564514516,2,"040-64514515, 64514516",_:n5468af312c454a6b9b22eb37c19ac9b4xb0 | _:nf8a56fab04df4443b1cc00a424969bf4xb0
04066531250,2,04066531250,_:n4d485f81bcc94d6f8ddcedb8e67a0100xb0 | _:n43d1305c7d364348bc7bcfc5b92c05dcxb0
041622624012262393,2,"0416-2262401, 2262393",_:n523569d8ec1b4b29a56083dbb4af4b28xb0 | _:nd74c43579e514e7e9e1a0e42dd071dc2xb0
04175237079235753235754,2,"04175-237079, 235753, 235754",_:n6010299836c843438e10aa8a2490568cxb0 | _:n53c26bd443c34445a42deacdc2f4872axb0
042123597042266900,2,"0421-2359704, 2266900",_:nc1dda95031a24cb08d637143da15bfb7xb0 | _:n121a621d5a23438a8a5b6a732ccedfe3xb0
04222656938,2,0422-2656938,_:ned7fb89db74741698211aa1033e5a4d0xb0 | _:nd0215443ca174be48b356f869e57e773xb0
04222668693,2,0422 - 2668693,_:node1ifelq264x59743167 | _:node1iffcqpnux2443533
042723457662345258,2, 0427-2345766 / 2345258.,_:n1b8ad70a2e2544ceb7461e8bde1182f3xb2 | _:n5d63866272974153978b94140ea0c1f3xb0
04286293888293999293835,2,"04286-293888, 293999, 293835",_:n676ce269c3a24a7587087c0bc7231746xb0 | _:n6425d12e5607436ca83f63e5ff64f9b4xb0
04288294089294079227368,2,"04288-294089, 294079, 227368",_:nde0a5954156e4716ab859994157e9336xb0 | _:nbedadc7c8d9840b3b897c030ce1ced98xb0
043124324746536900,2,"0431-2432474, 6536900",_:n5a8755e81666450db6b75082a3dc655axb0 | _:nd6cd4f5810e046c4868a6b1aae422871xb0
04312503000,2,04312503000,_:n2c13a1a230bd42beacf3a40f1ee8d51bxb0 | _:nfa10d734ee5c403b8e5f5af3e0003022xb0
04312561905,2,0431-2561905,_:n32317f6c85384610b680692993941ec6xb0 | _:nb57008cd73334b8f9531ffdd712435a2xb0
04339250356250357250358,2,"04339-250356, 250357, 250358",_:n3ec9e4304d804a4782b0302c6dcc7634xb0 | _:nbfd184542b054505b553b36c93aceae1xb0
04362264101,2,04362264101,_:n7392f4de8b494b318b38ab257cf9d274xb0 | _:nd2e1cf0b094b40158060a9ea335fc242xb0
04401224272091,2,04401224272091,_:n603a7179917f4a0fb1caf000449a10d6xb0 | _:n95551993734f4ec6aef7f3a3f6100b28xb0
04423635101,2,04423635101,_:n54b41ea75d13440a94cd6c3cde0ff4dexb0 | _:nfd83cfd051d8422898343be24598ee92xb0
04424801636,2,044-24801636,_:n6d0165ac5ab84927b679e379b7064345xb0 | _:node1ife8pci4x7351729
0442530111,2,0442530111,_:n6045376830154f3abad9292985752ef7xb0 | _:na9672f32a7c349679351f3580310a49bxb0
04426811499599699,2,"044 - 26811499,599,699",_:n9cdc1771538e4c4fa137d5cfbc607268xb0 | _:nbd090fca1387402c8e3227b93c8b0747xb0
04522526028,2,0452-2526028,_:node1ifdvb7eqx7549457 | _:node1ife77gffx12671086
04549287208287052,2,"04549-287208, 287052",_:n40edc0c916474546b838e339abb43e1bxb0 | _:n66f2cbbfd8504dcea0f2eea3955a5664xb0
0455748627,2,045-574-8627,_:n547efd52f2334a2b8f001dbc3271ac73xb0 | _:ne435b0a0bd6f43a49648971688f10f09xb0
04565224970,2,04565-224970,_:n5ff49d09ad4b4a6285e981bc49a15649xb0 | _:n517b449ed63b4c4cb242358a2420123dxb0
0462913250,2,046-291-3250,_:nb56ab0dd1e1140feb8b3ddebc2c42bc1xb0 | _:n3fecde05016e44018e9938679633ebe6xb0
0471251041624106412510414,2,"0471-2510416, 2410641, 2510414",_:n770f62b2d3494a17b94deff222699aecxb0 | _:n0cf9f78902034a74ab4884376cc0b21exb0
04712705254,2,0471-2705254,_:n4102177abefa4624b993da6b86e3adf6xb0 | _:na16ba04ab25344fb9bf5c338d5d1343dxb0
04713066666,2,0471-3066666,_:n098cf953e9d14493b5125832d06c3085xb0 | _:n4ac68e487ff0489281ddea8a95471b73xb0
0473651111,2,047-365-1111,_:n1e9998298f164963a30efd4ce8556b1bxb0 | _:n8a8c99f13b1c4135badc6f0be60bacc2xb0
047424533002458764,2,"0474-2453300, 2458764",_:nff3de1bd98f2400796a45a3336f36c0dxb0 | _:ne55386ed624d48219b918e124474b836xb0
047427122402711817,2,"0474-2712240, 2711817",_:n31c862493ef845318a32c902df78c166xb0 | _:n075683a83be64a12807905df748918d1xb0
0474272199927293932726161,2,"0474-2721999, 2729393, 2726161",_:n7c3fb27e0c9e430c8740adca9d3fc461xb0 | _:nd79f6f6667f7410798e8a3fc9ef59ce3xb0
04762801280,2,0476-2801280,_:nf0746b415925412382e3ca4378469d7dxb0 | _:nf38b9ca58a7347a68392021e4d3f893dxb0
0478423637,2,0478423637,_:nee3f03682f4b4a98b8c9e7a229a9f367xb0 | _:nf0ad25be8da8472688307e444acf9451xb0
047923343932331696,2,"0479-2334393, 2331696",_:n6843a57269bd493f9cd1faa71a77ed97xb0 | _:n75715d48ece34c4684814b0dde2d5da1xb0
04802891081,2,0480-2891081,_:n74701bf7980a479e8686c2f91ed15a32xb0 | _:ncad64b8fa0b24d21b826d6cf4d45b293xb0
048123546202354800,2,"0481-2354620, 2354800",_:nb3ce979207a449a4b1407c8b1c9eb69exb0 | _:na57fe01356b642a2a394f90c9ea51fbdxb0
048125973472598390,2,"0481-2597347, 2598390",_:na7b0bcf8581e4338aaaaaabe75392966xb0 | _:nef6bbda5e414489bb2d3c776ccad4990xb0
04828305500305555,2,"04828-305500, 305555",_:nd350e8e8610f4f8694a319c7448ecf1axb0 | _:n41a6ad7477664100b6366aac3e55b9c6xb0
048328321572832157,2,"0483-2832157, 2832157",_:nba60a6d1824545b5acc82bc02e9f7247xb0 | _:n9ea7399c9fc348e3bb1401460ea0bd60xb0
048424265542426578,2,"0484-2426554, 2426578",_:nf0088ce794a94cc293bba897184fcf99xb0 | _:n101b535aa6514a98ac346742e577e447xb0
0484288700024452522440220,2,"0484-2887000, 2445252, 2440220",_:n8990d3e45d11421aa99095c40ab9d56dxb0 | _:n59954a0e30874cbfa231dc9f952aac94xb0
04884280800280801280802280803280803,2,"04884-280800, 280801, 280802, 280803, 280803",_:n4487713af6f24c0c9088155ac04d4bb5xb0 | _:n9ee9e7d25073440da0e13e6bc43146a2xb0
04885289009271121271122,2,"04885-289009, 271121, 271122",_:n8f2ce7cef3244ee780845d123372123dxb0 | _:n1d61be68891945988c7c133f8079c431xb0
0488783741,2,048-878-3741,_:na4ed0c39c245495796812b0538171ba9xb0 | _:ne07597fcbb92415cba69003637ef33e5xb0
0494923284,2,0494923284,_:n6b907de50e164395a3a7980c2a5e9e27xb0 | _:n80f10f28c7a24028b26cad392a5511e3xb0
04952286102,2,04952286102,_:n0289185a6e2f41f0bc18c0fd26b4b36dxb0 | _:n1da53a6a33ac4f63b08586913882d967xb0
04952289099236744223674432367444,2,"0495-2289099, 2367442, 2367443, 2367444",_:n59d081b20e9d46af82e772759143ee98xb0 | _:nde7c1307f08e427b98e5e65bf756dcd3xb0
049523559016515002,2,"0495-2355901, 6515002",_:n05b15e6fb39b43269e2fc5d01485e9d9xb0 | _:n48275f04a9084afe8ad27823d2a9d498xb0
04952765679,2,0495-2765679,_:nc27d8b377d924209896e275c0e4d031cxb0 | _:ndb0eac3f891d4bf6ad3b8ddb09196ee6xb0
04952809113,2,04952809113,_:nddc391cba619481d80850418e2c47551xb0 | _:n8a7fa526815b4f9fb2cb0c0d755d0331xb0
0495450016,2,0495450016,_:n47f0218ba53b4d999a58de314c2055c6xb0 | _:n97ebd93cfab548d6a116402a163be38fxb0
049625361252537225,2,"0496-2536125, 2537225",_:nec26af7eae7b498f9ba024071fe2b0c0xb0 | _:n2d4cb96ccdff49cbaa2f2ac918ac99baxb0
05054915046,2,050-5491-5046,_:n149aace7de6b4a1490972e30a202082bxb0 | _:n82bb96be67a34840af3936148302de10xb0
05114244239,2,05114-244239,_:n5fe2712d544a4b1aa730fb0c2e66b6e3xb0 | _:n667379b2ecf94f10bb355475659a79e4xb0
051223150122353874,2,"0512-2315012, 2353874",_:n60d1df1eed3d4721a5857cd099f13e65xb0 | _:n610d64d0d3d04b8b9908c634f58f414dxb0
05122562613,2,0512-2562613 | 05122562613,_:n0c5ca48c931242f69a3a6151917b4026xb0 | _:nf8eaa0129c69421ab5ce6ebe536e9fd9xb0
051225832802580044,2,"0512-2583280, 2580044",_:n972c124b916846548f1902e0bad17659xb0 | _:nd6038ed6db824e568e132ee86878648fxb0
051225901512597200,2,"0512-2590151,2597200",_:nb617f5a295bf4695b9444418675eed4bxb0 | _:n37fbb0b922084362ae38ce1160d294ffxb0
05122597376,2,0512-2597376,_:n2e0e31809c6e4db48222880bdb15ae0fxb0 | _:nd263f4dd4add4d979678bf63a40d604exb0
051226011263243043,2,"0512-2601126, 3243043",_:n63f2ee87333c438789563210bc923c96xb0 | _:n0a2b5a1ca4354e61b838b5576f3e33e5xb0
05122780372,2,0512-2780372,_:nd78851de260041e292234edce089daabxb0 | _:n054d726ac1784dc48c7afdda3058c0baxb0
05142248066,2,05142-248066,_:nb9e22c2113e84a3e90f6a566afeca0a4xb0 | _:nea1f251702c949ebaf7e0ffb5189e7baxb0
052226618202662357,2,"0522-2661820, 2662357",_:n5b1dd356aa6c45c6ab4cdcbde6cde514xb0 | _:ne66e9ce0ec73434290cdb3f70be6e517xb0
05222734101,2,0522-2734101,_:nfba79284a47c4b85be02a92e000af48bxb0 | _:na528331894da430d84ea02b897affb2cxb0
05226196315161718,2,0522-6196315/16/17/18,_:ne11ccddfbe39498db409745ff119ce63xb0 | _:n783c9747601045e8a7ec2e2784fb7fd6xb0
05275234444234300,2,"05275-234444, 234300",_:nd51ee3ba554f4a55816958e31ade6490xb0 | _:n4c82d6c4ab074087855263548f8ad3daxb0
0532111743,2,0532111743,_:nc0ef21ff4ed4498c9524c56407d2aefbxb0 | _:neb5e4f16595445e9944020eb58530760xb0
05322461083,2,0532-2461083,_:nb39eae41b3d84ec5b0a237278f9e9f1bxb0 | _:n86dc4a2ff8d746a7872c5b9fc82832bbxb0
053225454042545407,2,"0532-2545404, 2545407",_:n697be069a2b8458fac7589438f57eb3exb0 | _:na6bead5c603a4dd89f52233b8f81e232xb0
05322584092,2,0532-2584092,_:n4653d40e22e541c2951e1418e148f92cxb0 | _:n4aec5ded422d4d319d63de8707b7a651xb0
053232969102552229,2,"0532-3296910, 2552229",_:n0761bb13233047f0991ef17e69f97d66xb0 | _:n4fb24c3f428f4f1290bf788e979cfee1xb0
05422204089220745722042132206617,2,"0542-2204089, 2207457, 2204213, 2206617",_:ndf30eb58135c439fa76a93d3a496c181xb0 | _:ne257e99022ab4c24b2e56c327108dbd4xb0
054222144382310445,2,"0542-2214438, 2310445",_:nafc565957878455884880eb2d1f2ebe3xb0 | _:n96488a3349634850b95c39319984cb1exb0
0546237000,2,054-623-7000,_:n4a98c82ebb4c4ae58d72981f8c1d2abcxb0 | _:nd801ef597b75426986e61669a2e55e53xb0
05512293727,2,0551-2293727,_:nfb560da63c334512bca2d97f279e83f7xb0 | _:ndc2d839d591e401baad75186f55b1b86xb0
05512500085,2,0551-2500085,_:n98d4012f287b4216927b423bc8783a9cxb0 | _:n41cba666bb234574b2dc6415eb30b3d9xb0
055125804132580414,2,"0551-2580413, 2580414",_:n607ad60f185146288c6819b37656a06dxb0 | _:n1aa5b585de594241bae6503ef4865bfexb0
05516450319,2,0551-6450319,_:n4625ffc242f14122bfb1ea32d125097exb0 | _:n88df11580de6443788b5a0ae19506b10xb0
0552236020,2,055-223-6020,_:nd0ea849047b544e092c54f432f71c5c9xb0 | _:nc5a0a381af6f43929bd7a50c501778d3xb0
0556845757,2,0556845757,_:ne07a298b4bc54490bae7bb3f3ef34859xb0 | _:n23451e3dcdf14d978024eb48627f4448xb0
0561990647,2,0561990647,_:n61890c6bcc7d4bde9da72936f679404fxb0 | _:n7c38ca8c5c3341d0ad985801583aa6c0xb0
0562474177,2,0562474177,_:n8604f4dad7554b20829b3dbe50a213e9xb0 | _:na14f02b1e8bb4c95a9da5c4ea2075fc9xb0
0563975656,2,0563975656,_:n9407f1f532704b2d8554e9c9b96c0011xb0 | _:n25a595d907bf436b9212661af77ef635xb0
05688254720,2,05688-254720,_:ne6c6968537cd48edb9c674579b3acd7fxb0 | _:n3dcbbfc6a4544d8183ccd9a17ce9a365xb0
057125139132513915,2,"0571-2513913, 2513915",_:n3adf827baada43288ad1891cab795caexb0 | _:n6c49d3c559514671a9772f94eb841a96xb0
057132913083299871,2,"0571-3291308, 3299871",_:nc9c80bb505704a3bb50be024e3f8045cxb0 | _:nc1ecdbff60004a02a553495267dd469axb0
058124604422460443,2,"0581-2460442, 2460443",_:n899df19945ad42cdbed861bec4f6e419xb0 | _:n7631626102f246dd8e8e6cf9c605d8c7xb0
05812582701+9194587030007900556000,2,"0581-2582701, +91-9458703000, 7900556000",_:ne48948d1ac214c2cbfadd242984f89ecxb0 | _:n8fea831266fb42b6be61f167473578cdxb0
05842222098,2,05842-222098,_:ne7c6e91054aa4066bc8dda16d3ed96f4xb0 | _:n2282edf172aa4aadace6f44dd16a72f0xb0
05912476815,2,0591-2476815,_:n7aa5d8e323a14d48b1ac2f50f7406950xb0 | _:nf8220961daf4449c80337aec235d5c61xb0
05912479500,2,0591-2479500,_:nd8019e8a377b4a6ea63950a07977e7cfxb0 | _:n731347d86daf4befa579be0d63f4a99axb0
061222648053209300,2,"0612-2264805, 3209300",_:n94c15d5f9d9c479886093848a27e5803xb0 | _:n13b5b89723654f0bbb80a9b200666508xb0
06122299999,2,0612-2299999,_:nc2d100a117864afcae27f2769d3b5995xb0 | _:n2bbd46bd1d0a4e47aff5c42133108226xb0
06122670510,2,0612-2670510,_:n89801c83568042c5807ad6a2e83d2efbxb0 | _:n6691b1b9020b43d4880516402ae52a03xb0
06312200239,2,06312200239,_:n9e1553afd6394a19bb5ae0291041a02axb0 | _:n24a4c0beb15044dcabb9b264221c4fa1xb0
06512200873,2,0651-2200873 | 0651 220 0873,_:n29e97feab2bd40f58a5e0d5ed46357c8xb0 | _:n84826b22993c4c1c976c8bdac7d1082fxb0
06512234644,2,0651-2234644,_:n6de0c126d1ca44d79e920b07b3e70e4fxb0 | _:n2e1611019d2740fc8b7a3281810f6003xb0
06512542114,2,0651-2542114,_:nc5424eb131204b91a97d92ce1bbe06f6xb0 | _:n8160ee7dd9454bf4987c4ec34366eee6xb0
0651656612122654492265450,2,"0651-6566121, 2265449, 2265450",_:nc4d81eeab4744b248c49710700affa4bxb0 | _:ncfea5be029d74059b8a1600b8df19e17xb0
06531277784,2,06531-277784,_:n1dd761c421f84f86895fc852435dbbf0xb0 | _:n767a84cae12b4310bf402b6719abd9a1xb0
06534227656,2,06534-227656,_:ned898c216c634a49a5371d3197584a5axb0 | _:nce3bdcbbe9604b76b080b0bd24ea4c19xb0
06742377700,2,0674-2377700,_:naae57b1d994c42bbb86f9ae6c249e454xb0 | _:n48bb3f3e9ce14517b8f559ea30404912xb0
06742651700,2,0674-2651700,_:nd1fa9236549e41a48f01f950e4e2dfaaxb0 | _:n17235153874e42b28771eb76c6f1ec10xb0
06760240371240513,2,"06760-240371, 240513",_:n03e5908cff294400985933b507454455xb0 | _:n720e73ea8857402eb2de067876033d7cxb0
07122870315,2,07122870315,_:n2703547b05954b57934c752668fdc259xb0 | _:nc2834c1ba63843f3a88318d97e2c57c2xb0
07152230511,2,07152-230511,_:n7f442a21fba848faa418dae264fdc173xb0 | _:n9b1a77e8375b4ed9847dd7f5b86d1e3dxb0
07152287701287702,2,"07152-287701, 287702",_:n414e14a48ef84b5a9ce0fe0ea40945efxb0 | _:nf86fb708a72c4361a9eb9acdcbd4a273xb0
0715273888,2,071-5273888,_:na0b131c1340f4a6bbdb81e76d4468259xb0 | _:node1ifenc86nx29978820
073440509002551357,2,"0734-4050900, 2551357",_:n09d586ecd9054c81a16b5bd5030c36e5xb0 | _:n06afada4f9e94863a39a7ebfb321167dxb0
0743639001,2,0743-63-9001,_:nfbdd2cd1bc7948dab6439aba2e209778xb0 | _:n64205c5ac8fa47079bc8491c1c1ccd28xb0
07512436150,2,0751-2436150,_:n84afd9a20ba94063823c316bb7ef82bdxb0 | _:ne45421b8cb39450f86e0d963a2f5838cxb0
07516451850,2,"0751-6451850,",_:na79b3386ef85419d9801bcb81ac38956xb0 | _:n3c1e0c3684914c67ab9629ecc94192d4xb0
07532304622304646,2,"07532-304622, 304646",_:nc8619c6986b542debc9f5cb8a0750356xb0 | _:neb5a07b205f143bf8e6e3d6dbfd6c92axb0
0753255208,2,075-325-5208,_:n109cc4992107460aa49634e6bc6f0b32xb0 | _:nb801687d1707453c979e36a51a9dac3bxb0
07553296746,2,0755-3296746,_:n903589e6a7204372838c7ebdea0387bbxb0 | _:n9bb78f335f914a64b9dd0f4327c82bebxb0
07556766100,2,0755-6766100,_:ne6f2a29421d542d2876f97101179f6aaxb0 | _:nde348643cff34b5aabd7624ffe57f14axb0
07712474612,2,07712474612,_:n8ac0945aa5b84a189bcffc614c3c390exb0 | _:ne505d6f0e4fb470b8cb94260b66d61a6xb0
07712525602289000128900032890023,2,"0771-2525602, 2890001, 2890003, 2890023",_:n4c12fc2689094005b2a3101921c8cb51xb0 | _:nd9bac503afc244ca8758a6ae7ef8e5acxb0
07744325999,2,07744 325999,_:nf62620c863cb47ac810b993ecdc268d4xb0 | _:ne8f3fa73e2014de8aa463ec1d68e6f7fxb0
0775968410,2,077-596-8410,_:n613fadff07474a7399bc9a96efdc3efbxb0 | _:n4cec7e62c97742eaa0fb0f2d3f23739exb0
0783350850,2,078-335-0850,_:nf743738496144dc7977a7e38b48bea3exb0 | _:na50785b8b730458297d04228e27f88d3xb0
078840888104088888,2,"0788-4088810, 4088888",_:n5708539cc0464c0a8c125a811fea2c44xb0 | _:ncf27ad2f0ff3408f9b9bde4f0e2d2e86xb0
07940240444,2,079-40240444,_:n748f48fd690644e9aa40d4975c36b938xb2 | _:nd7c81b19e3f444a7844aeddf44800bafxb2
07966056767,2,07966056767,_:ne04f60aa554b44d184bd9a7919ab1576xb0 | _:nf8834810fef846c2af9631fe65dc5352xb0
0798518543,2,0798-51-8543,_:n23316eb789c74afbb4bc3a8636c3cf34xb0 | _:n32d9897f7e1449b2a2ef2508125224a5xb0
0800800411,2,0800 800 411,_:n4af298b7bbc6471f8aab1e2a121fbe0bxb0 | _:ne75c35f2ccee49449f23e1b1f162bde6xb0
0802226742122267303,2,"080-22267421, 22267303",_:nb2a39fa0e4784a06a3772ff3155e0ee1xb0 | _:n7421ef17d33c4b868e878ec393fff03fxb0
08023286732,2,080-23286732 | 080–23286732,_:nc2c1ebc86b934764aa77596c6501232bxb0 | _:nc0009f1461d7478590072d2f4b0fb0fexb0
08023359474,2,080–23359474 | 08023359474,_:n9a0eda774e05408384c36173e2688939xb0 | _:node1ife1b6ikx24839633
08023607902,2,08023607902,_:nc53882e1366f4c9ca70d8511dd86b6f4xb0 | _:n1634d1dfdb9d4a599f8c30d0aa6df91dxb3
08025245225,2,080 2524 5225 | 080-25245225,_:nbc514b726c8747c8a5ed4d72b88b92ebxb0 | _:node1ifendmcjx15115157
0802536064446,2,(080) 25360644/46 | (080) 2536 0644 / 46,_:n49f67171ff704815959969f2dc473a30xb0 | _:n0c36c6a6e65643e48d6a46bb201e8d1cxb0
08026993013,2,08026993013,_:n01abf4773fb94408ae6e5d6a37fbb728xb0 | _:n8b97095576494327b98fd6c95e8e5ddbxb0
0802783166627835431,2,"080-27831666, 27835431",_:n63c269af3d694395af6bc24e795bb471xb0 | _:n687e43f2efbc47e39e45d5fb6ee1147bxb0
080284250122842501328425163,2,"080-28425012, 28425013, 28425163",_:neb94f561b8cb49419d595bf31e581a5fxb0 | _:n204ecd6202da401bafe72280091464a0xb0
08028611880,2,080-28611880,_:nfe9cb21f864d4a03816d00ae5a8513a8xb0 | _:n40e1da50ad6742edbce82f1cb8aad948xb0
08040129800,2,08040129800,_:nbc0c38cd64a44852bdbf0c2e8499a23cxb0 | _:nca698c7364d14834b5577aaeefddaff7xb0
08042478700+919886499600,2,"080-42478700, +91-9886499600",_:n7c1545573b3e4c46b04c39f1b087683axb0 | _:n82827324e1434263bbc15716b9d89993xb0
08047161979,2,08047161979,_:nd1ab8acef354448a93fb051432701ddcxb0 | _:n914171feea9c49b3967321e81c655d09xb0
08056739738759829388899444939007867011449,2,"08056739738, 7598293888, 9944493900, 7867011449",_:n453293ac72ea49bfb8891a3bc57f464fxb0 | _:na271176a46624ad3bf1e1b803525994fxb0
082322355662245773,2,"08232-235566, 2245773",_:naebe4d4c09d34d73968b150414816469xb0 | _:n79a2aadc92ea4cf68329634feb1c41f8xb0
08362215262,2,0836-2215262,_:n1dfe88e9a80e4849a1a7df5376079e60xb0 | _:nbf8d60a8de30479595c3820e2d236abexb0
083623741502378123,2,"0836-2374150, 2378123",_:nd1b59da0ddd440e0a89134eed4536962xb0 | _:n5d1aec752b964e4cafa1ed9ed299eddfxb0
08417243131197198,2,\r\n                        08417-243131/ 197/ 198,_:node1ifd3s8vcx17395243 | _:node1ifd0kemox26556633
08518255160,2,08518-255160,_:n1667082a96ba4601a872060d87e4f643xb0 | _:n44c52d6510b14a7282756faa61976598xb0
08554255231255267,2,"08554-255231, 255267",_:na1110bac06aa4d7fa368e1c412582f3dxb0 | _:nea6510e908f2498cb8980716e3e70658xb0
0857722409908885896933,2,"08577-224099, 08885-896933",_:nd3a26f2c239d40408c6c863578473053xb0 | _:n2fb988b0dc154f389770d4ee8a18e819xb0
086123138432313842,2,"0861-2313843, 2313842",_:n809467eb5524408591d2e655dd13aaf3xb0 | _:n0dbf329d07a441a8b8c2f7c96ef266a6xb0
086323447770863234470008632344701,2,"0863-2344777, 0863-2344700, 0863-2344701",_:n601a00db8c5e4fefafa213fd3b5c1893xb0 | _:n2908f79ab91b402a83a0d9d77d1dbbe2xb0
08647218164218221219083,2,"08647-218164, 218221, 219083",_:n3a24f7bf05ff4973af309b2fb09a3116xb0 | _:n6a282257427a4cf6a526abdac72a78b9xb0
08647256243253412,2,"08647-256243, 253412",_:n3dc7c78431c041b283f7d33827b19f18xb0 | _:n460a8fdf02e24babb7e8652dae36f003xb0
